name,date,value
SSR RSI Smoothed,2018-08-07,65.15364414594625
SSR RSI Smoothed,2018-08-08,64.56325032834867
SSR RSI Smoothed,2018-08-09,64.1911989354157
SSR RSI Smoothed,2018-08-10,63.61544229881867
SSR RSI Smoothed,2018-08-11,63.175551671271556
SSR RSI Smoothed,2018-08-12,62.76621814850664
SSR RSI Smoothed,2018-08-13,62.35713633892985
SSR RSI Smoothed,2018-08-14,61.929793099949876
SSR RSI Smoothed,2018-08-15,61.5930782146086
SSR RSI Smoothed,2018-08-16,61.29569282700984
SSR RSI Smoothed,2018-08-17,61.198369594694945
SSR RSI Smoothed,2018-08-18,60.995804525420965
SSR RSI Smoothed,2018-08-19,60.87120358859545
SSR RSI Smoothed,2018-08-20,60.60171060517432
SSR RSI Smoothed,2018-08-21,60.4776464856629
SSR RSI Smoothed,2018-08-22,60.29051545016359
SSR RSI Smoothed,2018-08-23,60.20974002195078
SSR RSI Smoothed,2018-08-24,60.238553133469615
SSR RSI Smoothed,2018-08-25,60.29472130970047
SSR RSI Smoothed,2018-08-26,60.31138083102059
SSR RSI Smoothed,2018-08-27,60.422001579481325
SSR RSI Smoothed,2018-08-28,60.66286191427506
SSR RSI Smoothed,2018-08-29,60.8555255473431
SSR RSI Smoothed,2018-08-30,60.991461839344844
SSR RSI Smoothed,2018-08-31,61.16539284858744
SSR RSI Smoothed,2018-09-01,61.42797653148286
SSR RSI Smoothed,2018-09-02,61.73715547744908
SSR RSI Smoothed,2018-09-03,62.03421374035468
SSR RSI Smoothed,2018-09-04,62.382935176490946
SSR RSI Smoothed,2018-09-05,62.18294371313442
SSR RSI Smoothed,2018-09-06,61.786875024576645
SSR RSI Smoothed,2018-09-07,61.37113517576148
SSR RSI Smoothed,2018-09-08,60.84729854563996
SSR RSI Smoothed,2018-09-09,60.40788169079783
SSR RSI Smoothed,2018-09-10,60.03817456799631
SSR RSI Smoothed,2018-09-11,59.68203266236381
SSR RSI Smoothed,2018-09-12,59.39951764276798
SSR RSI Smoothed,2018-09-13,59.27381357877165
SSR RSI Smoothed,2018-09-14,59.17161208518307
SSR RSI Smoothed,2018-09-15,59.11903393713526
SSR RSI Smoothed,2018-09-16,59.06981696779147
SSR RSI Smoothed,2018-09-17,58.81055105593402
SSR RSI Smoothed,2018-09-18,58.65135877874766
SSR RSI Smoothed,2018-09-19,58.561726986195346
SSR RSI Smoothed,2018-09-20,58.596573953979416
SSR RSI Smoothed,2018-09-21,58.816772718614615
SSR RSI Smoothed,2018-09-22,59.02660660831331
SSR RSI Smoothed,2018-09-23,59.247073503530395
SSR RSI Smoothed,2018-09-24,59.33107288494382
SSR RSI Smoothed,2018-09-25,59.236607539394896
SSR RSI Smoothed,2018-09-26,59.20089184353868
SSR RSI Smoothed,2018-09-27,59.34534832054581
SSR RSI Smoothed,2018-09-28,59.423407945139175
SSR RSI Smoothed,2018-09-29,59.482441318855734
SSR RSI Smoothed,2018-09-30,59.57255048410576
SSR RSI Smoothed,2018-10-01,59.62182356469868
SSR RSI Smoothed,2018-10-02,59.62378780010972
SSR RSI Smoothed,2018-10-03,59.5533122548096
SSR RSI Smoothed,2018-10-04,59.588450262820345
SSR RSI Smoothed,2018-10-05,59.67338369589202
SSR RSI Smoothed,2018-10-06,59.72956426639307
SSR RSI Smoothed,2018-10-07,59.81836514920692
SSR RSI Smoothed,2018-10-08,59.96721284807937
SSR RSI Smoothed,2018-10-09,60.109459753943895
SSR RSI Smoothed,2018-10-10,60.158512230906275
SSR RSI Smoothed,2018-10-11,59.678360872010465
SSR RSI Smoothed,2018-10-12,59.253337780975166
SSR RSI Smoothed,2018-10-13,58.861520289215505
SSR RSI Smoothed,2018-10-14,58.481054696646716
SSR RSI Smoothed,2018-10-15,58.38075244175443
SSR RSI Smoothed,2018-10-16,58.30178426486132
SSR RSI Smoothed,2018-10-17,58.202385361579715
SSR RSI Smoothed,2018-10-18,58.046094389038196
SSR RSI Smoothed,2018-10-19,57.86542287112387
SSR RSI Smoothed,2018-10-20,57.73463008290404
SSR RSI Smoothed,2018-10-21,57.63235597881229
SSR RSI Smoothed,2018-10-22,57.49648152816407
SSR RSI Smoothed,2018-10-23,57.16702365432755
SSR RSI Smoothed,2018-10-24,57.728051336088186
SSR RSI Smoothed,2018-10-25,58.26246628433866
SSR RSI Smoothed,2018-10-26,58.78479138218367
SSR RSI Smoothed,2018-10-27,59.29693297687518
SSR RSI Smoothed,2018-10-28,59.79024777362892
SSR RSI Smoothed,2018-10-29,60.036171804887225
SSR RSI Smoothed,2018-10-30,60.29592833514821
SSR RSI Smoothed,2018-10-31,60.59182652228328
SSR RSI Smoothed,2018-11-01,60.914768447355776
SSR RSI Smoothed,2018-11-02,61.23621790891823
SSR RSI Smoothed,2018-11-03,61.52242355856077
SSR RSI Smoothed,2018-11-04,61.88495284597724
SSR RSI Smoothed,2018-11-05,62.23566684557104
SSR RSI Smoothed,2018-11-06,62.634797785699114
SSR RSI Smoothed,2018-11-07,63.08465415761465
SSR RSI Smoothed,2018-11-08,63.34794110725804
SSR RSI Smoothed,2018-11-09,63.47625369093241
SSR RSI Smoothed,2018-11-10,63.644362135287416
SSR RSI Smoothed,2018-11-11,63.80685023833885
SSR RSI Smoothed,2018-11-12,63.962272026550266
SSR RSI Smoothed,2018-11-13,63.991578763824805
SSR RSI Smoothed,2018-11-14,63.09312546866717
SSR RSI Smoothed,2018-11-15,62.2063617635623
SSR RSI Smoothed,2018-11-16,61.31697477280783
SSR RSI Smoothed,2018-11-17,60.490546132301695
SSR RSI Smoothed,2018-11-18,59.809892169402346
SSR RSI Smoothed,2018-11-19,58.713719178481995
SSR RSI Smoothed,2018-11-20,57.50597699294575
SSR RSI Smoothed,2018-11-21,56.57935862986042
SSR RSI Smoothed,2018-11-22,55.602477335195765
SSR RSI Smoothed,2018-11-23,54.656204164220355
SSR RSI Smoothed,2018-11-24,53.61012939562964
SSR RSI Smoothed,2018-11-25,52.75012467353197
SSR RSI Smoothed,2018-11-26,51.85044881041072
SSR RSI Smoothed,2018-11-27,51.04852664887591
SSR RSI Smoothed,2018-11-28,50.63367202387936
SSR RSI Smoothed,2018-11-29,50.26029428246301
SSR RSI Smoothed,2018-11-30,49.78838943428849
SSR RSI Smoothed,2018-12-01,49.47406478133865
SSR RSI Smoothed,2018-12-02,49.15386096897218
SSR RSI Smoothed,2018-12-03,48.73050495220822
SSR RSI Smoothed,2018-12-04,48.36344383454178
SSR RSI Smoothed,2018-12-05,47.92633785025979
SSR RSI Smoothed,2018-12-06,47.421816298768114
SSR RSI Smoothed,2018-12-07,46.879006556776254
SSR RSI Smoothed,2018-12-08,46.39155558151383
SSR RSI Smoothed,2018-12-09,46.0500772311678
SSR RSI Smoothed,2018-12-10,45.66113525760369
SSR RSI Smoothed,2018-12-11,45.260433926809064
SSR RSI Smoothed,2018-12-12,44.940698796654644
SSR RSI Smoothed,2018-12-13,44.552308523037055
SSR RSI Smoothed,2018-12-14,44.151207931798695
SSR RSI Smoothed,2018-12-15,43.76030263766697
SSR RSI Smoothed,2018-12-16,43.406092703397526
SSR RSI Smoothed,2018-12-17,43.396754729425105
SSR RSI Smoothed,2018-12-18,43.53557475961851
SSR RSI Smoothed,2018-12-19,43.69992667050887
SSR RSI Smoothed,2018-12-20,44.142182972080306
SSR RSI Smoothed,2018-12-21,44.397833941782295
SSR RSI Smoothed,2018-12-22,44.73786870281181
SSR RSI Smoothed,2018-12-23,45.061525979661084
SSR RSI Smoothed,2018-12-24,45.45215797413598
SSR RSI Smoothed,2018-12-25,45.60704631256435
SSR RSI Smoothed,2018-12-26,45.80156237340839
SSR RSI Smoothed,2018-12-27,45.82085715253211
SSR RSI Smoothed,2018-12-28,46.057910564275495
SSR RSI Smoothed,2018-12-29,46.2478990703991
SSR RSI Smoothed,2018-12-30,46.438305338815255
SSR RSI Smoothed,2018-12-31,46.519803769943735
SSR RSI Smoothed,2019-01-01,46.68831108969976
SSR RSI Smoothed,2019-01-02,46.90528660025136
SSR RSI Smoothed,2019-01-03,47.02869423005144
SSR RSI Smoothed,2019-01-04,47.187825106738096
SSR RSI Smoothed,2019-01-05,47.32583050976302
SSR RSI Smoothed,2019-01-06,47.65915638849428
SSR RSI Smoothed,2019-01-07,47.937564735926344
SSR RSI Smoothed,2019-01-08,48.20039629147177
SSR RSI Smoothed,2019-01-09,48.44677040941492
SSR RSI Smoothed,2019-01-10,48.32244316828811
SSR RSI Smoothed,2019-01-11,48.20152359823918
SSR RSI Smoothed,2019-01-12,48.083047358813225
SSR RSI Smoothed,2019-01-13,47.87418535272169
SSR RSI Smoothed,2019-01-14,47.86050228466658
SSR RSI Smoothed,2019-01-15,47.780995010875266
SSR RSI Smoothed,2019-01-16,47.746579662035515
SSR RSI Smoothed,2019-01-17,47.74467636467938
SSR RSI Smoothed,2019-01-18,47.733096763358546
SSR RSI Smoothed,2019-01-19,47.82847943205886
SSR RSI Smoothed,2019-01-20,47.76148610093169
SSR RSI Smoothed,2019-01-21,47.70738807582735
SSR RSI Smoothed,2019-01-22,47.72410966704812
SSR RSI Smoothed,2019-01-23,47.71609830574247
SSR RSI Smoothed,2019-01-24,47.760899550771526
SSR RSI Smoothed,2019-01-25,47.80289435567632
SSR RSI Smoothed,2019-01-26,47.860704436209986
SSR RSI Smoothed,2019-01-27,47.887969592689615
SSR RSI Smoothed,2019-01-28,47.78110069421336
SSR RSI Smoothed,2019-01-29,47.651743089857746
SSR RSI Smoothed,2019-01-30,47.629488501002974
SSR RSI Smoothed,2019-01-31,47.60645440921421
SSR RSI Smoothed,2019-02-01,47.678647652013126
SSR RSI Smoothed,2019-02-02,47.80794152480103
SSR RSI Smoothed,2019-02-03,47.85276635084351
SSR RSI Smoothed,2019-02-04,47.94021924454546
SSR RSI Smoothed,2019-02-05,48.101105441020344
SSR RSI Smoothed,2019-02-06,48.15774035297469
SSR RSI Smoothed,2019-02-07,48.24328932399763
SSR RSI Smoothed,2019-02-08,48.78241991041629
SSR RSI Smoothed,2019-02-09,49.33540118060593
SSR RSI Smoothed,2019-02-10,49.91782365440041
SSR RSI Smoothed,2019-02-11,50.471992452119224
SSR RSI Smoothed,2019-02-12,51.028164091511
SSR RSI Smoothed,2019-02-13,51.57625565753556
SSR RSI Smoothed,2019-02-14,52.1254461204325
SSR RSI Smoothed,2019-02-15,52.689799096958104
SSR RSI Smoothed,2019-02-16,53.293518368402786
SSR RSI Smoothed,2019-02-17,53.95079452000699
SSR RSI Smoothed,2019-02-18,54.82319287585208
SSR RSI Smoothed,2019-02-19,55.69343495648095
SSR RSI Smoothed,2019-02-20,56.56635794346965
SSR RSI Smoothed,2019-02-21,57.32643239197411
SSR RSI Smoothed,2019-02-22,58.12169876122258
SSR RSI Smoothed,2019-02-23,58.98254098881238
SSR RSI Smoothed,2019-02-24,59.05230193957075
SSR RSI Smoothed,2019-02-25,59.20504579783593
SSR RSI Smoothed,2019-02-26,59.31720200330775
SSR RSI Smoothed,2019-02-27,59.43480317689624
SSR RSI Smoothed,2019-02-28,59.5524768886166
SSR RSI Smoothed,2019-03-01,59.695539988387495
SSR RSI Smoothed,2019-03-02,59.843912931050866
SSR RSI Smoothed,2019-03-03,59.94593426051339
SSR RSI Smoothed,2019-03-04,59.87398552723316
SSR RSI Smoothed,2019-03-05,60.01446392571104
SSR RSI Smoothed,2019-03-06,60.1770889944432
SSR RSI Smoothed,2019-03-07,60.35781832077547
SSR RSI Smoothed,2019-03-08,60.49741507944717
SSR RSI Smoothed,2019-03-09,60.741490700102894
SSR RSI Smoothed,2019-03-10,60.982104644327556
SSR RSI Smoothed,2019-03-11,61.10326038202157
SSR RSI Smoothed,2019-03-12,61.24594650794394
SSR RSI Smoothed,2019-03-13,61.39215847885699
SSR RSI Smoothed,2019-03-14,61.554550077838435
SSR RSI Smoothed,2019-03-15,61.80467460037668
SSR RSI Smoothed,2019-03-16,62.175569109207764
SSR RSI Smoothed,2019-03-17,62.499588130355754
SSR RSI Smoothed,2019-03-18,62.83087203250988
SSR RSI Smoothed,2019-03-19,63.200883508367575
SSR RSI Smoothed,2019-03-20,63.613035510852264
SSR RSI Smoothed,2019-03-21,63.854312838591895
SSR RSI Smoothed,2019-03-22,64.1167726974539
SSR RSI Smoothed,2019-03-23,64.38680451393523
SSR RSI Smoothed,2019-03-24,64.64778358154824
SSR RSI Smoothed,2019-03-25,64.68775416419163
SSR RSI Smoothed,2019-03-26,64.76862129184566
SSR RSI Smoothed,2019-03-27,65.04156365774233
SSR RSI Smoothed,2019-03-28,65.28635610296354
SSR RSI Smoothed,2019-03-29,65.6391058610739
SSR RSI Smoothed,2019-03-30,65.99500333071802
SSR RSI Smoothed,2019-03-31,66.35492460799786
SSR RSI Smoothed,2019-04-01,66.76508774545987
SSR RSI Smoothed,2019-04-02,67.50648822224073
SSR RSI Smoothed,2019-04-03,68.23734949321305
SSR RSI Smoothed,2019-04-04,68.8439261778295
SSR RSI Smoothed,2019-04-05,69.46321656123159
SSR RSI Smoothed,2019-04-06,70.06884328267373
SSR RSI Smoothed,2019-04-07,70.69206005510931
SSR RSI Smoothed,2019-04-08,71.30109083398467
SSR RSI Smoothed,2019-04-09,71.69266511273422
SSR RSI Smoothed,2019-04-10,72.09114502088286
SSR RSI Smoothed,2019-04-11,72.01203084823223
SSR RSI Smoothed,2019-04-12,71.96551305556477
SSR RSI Smoothed,2019-04-13,71.91906420531487
SSR RSI Smoothed,2019-04-14,71.93883748143442
SSR RSI Smoothed,2019-04-15,71.61539033239058
SSR RSI Smoothed,2019-04-16,71.44284063862811
SSR RSI Smoothed,2019-04-17,71.30026072478036
SSR RSI Smoothed,2019-04-18,71.14098185338032
SSR RSI Smoothed,2019-04-19,70.99850051045348
SSR RSI Smoothed,2019-04-20,70.88738483037504
SSR RSI Smoothed,2019-04-21,70.76836128937933
SSR RSI Smoothed,2019-04-22,70.74043577368685
SSR RSI Smoothed,2019-04-23,70.83939212570557
SSR RSI Smoothed,2019-04-24,70.07825806064855
SSR RSI Smoothed,2019-04-25,69.09242903794991
SSR RSI Smoothed,2019-04-26,68.12745467797471
SSR RSI Smoothed,2019-04-27,67.1998395429206
SSR RSI Smoothed,2019-04-28,66.28515993851343
SSR RSI Smoothed,2019-04-29,65.40820651661673
SSR RSI Smoothed,2019-04-30,64.6891486913138
SSR RSI Smoothed,2019-05-01,64.03976153878958
SSR RSI Smoothed,2019-05-02,63.48957623648124
SSR RSI Smoothed,2019-05-03,63.18805267416867
SSR RSI Smoothed,2019-05-04,62.986757097418916
SSR RSI Smoothed,2019-05-05,62.757810597638056
SSR RSI Smoothed,2019-05-06,62.49541955252871
SSR RSI Smoothed,2019-05-07,62.356450464569775
SSR RSI Smoothed,2019-05-08,62.29286276377993
SSR RSI Smoothed,2019-05-09,62.37925685128742
SSR RSI Smoothed,2019-05-10,62.633859662070584
SSR RSI Smoothed,2019-05-11,63.17565997750901
SSR RSI Smoothed,2019-05-12,63.40245159753382
SSR RSI Smoothed,2019-05-13,63.82292232128757
SSR RSI Smoothed,2019-05-14,64.25713401823961
SSR RSI Smoothed,2019-05-15,64.73302415098927
SSR RSI Smoothed,2019-05-16,64.95870473653603
SSR RSI Smoothed,2019-05-17,64.89091096080445
SSR RSI Smoothed,2019-05-18,64.80295727236656
SSR RSI Smoothed,2019-05-19,64.95962609327823
SSR RSI Smoothed,2019-05-20,64.99908101088404
SSR RSI Smoothed,2019-05-21,65.03925403693259
SSR RSI Smoothed,2019-05-22,64.92775399557515
SSR RSI Smoothed,2019-05-23,64.88686639617376
SSR RSI Smoothed,2019-05-24,64.79459566981141
SSR RSI Smoothed,2019-05-25,64.7283738153865
SSR RSI Smoothed,2019-05-26,64.84427649215888
SSR RSI Smoothed,2019-05-27,64.98149594346232
SSR RSI Smoothed,2019-05-28,65.06233586499526
SSR RSI Smoothed,2019-05-29,64.94796411791074
SSR RSI Smoothed,2019-05-30,64.6778878628656
SSR RSI Smoothed,2019-05-31,64.51185976936497
SSR RSI Smoothed,2019-06-01,64.35088622955064
SSR RSI Smoothed,2019-06-02,64.2546983153318
SSR RSI Smoothed,2019-06-03,63.903300093491865
SSR RSI Smoothed,2019-06-04,63.3717362887212
SSR RSI Smoothed,2019-06-05,62.90937253373706
SSR RSI Smoothed,2019-06-06,62.448728965287835
SSR RSI Smoothed,2019-06-07,62.09830456843343
SSR RSI Smoothed,2019-06-08,61.71826673200187
SSR RSI Smoothed,2019-06-09,61.22632912387027
SSR RSI Smoothed,2019-06-10,60.89838801905178
SSR RSI Smoothed,2019-06-11,60.443691271611044
SSR RSI Smoothed,2019-06-12,60.08637123652344
SSR RSI Smoothed,2019-06-13,59.767511888580835
SSR RSI Smoothed,2019-06-14,59.62257866856019
SSR RSI Smoothed,2019-06-15,59.52696657198748
SSR RSI Smoothed,2019-06-16,59.40947420098947
SSR RSI Smoothed,2019-06-17,59.40843280030488
SSR RSI Smoothed,2019-06-18,59.261394113571164
SSR RSI Smoothed,2019-06-19,59.199535260900255
SSR RSI Smoothed,2019-06-20,59.2180797567875
SSR RSI Smoothed,2019-06-21,59.32769385358346
SSR RSI Smoothed,2019-06-22,59.582315549951076
SSR RSI Smoothed,2019-06-23,59.844095136574346
SSR RSI Smoothed,2019-06-24,60.13961098709825
SSR RSI Smoothed,2019-06-25,60.566295442357365
SSR RSI Smoothed,2019-06-26,61.13428137559068
SSR RSI Smoothed,2019-06-27,61.02989991001266
SSR RSI Smoothed,2019-06-28,61.12899316520751
SSR RSI Smoothed,2019-06-29,61.09918271918629
SSR RSI Smoothed,2019-06-30,60.815351249707305
SSR RSI Smoothed,2019-07-01,60.43595864579164
SSR RSI Smoothed,2019-07-02,60.09602958672788
SSR RSI Smoothed,2019-07-03,59.96914064763548
SSR RSI Smoothed,2019-07-04,59.65010175860199
SSR RSI Smoothed,2019-07-05,59.30277496597593
SSR RSI Smoothed,2019-07-06,58.995568685787035
SSR RSI Smoothed,2019-07-07,58.73558312115584
SSR RSI Smoothed,2019-07-08,58.58611370114228
SSR RSI Smoothed,2019-07-09,58.43052211737042
SSR RSI Smoothed,2019-07-10,58.175726443295986
SSR RSI Smoothed,2019-07-11,57.772820848438364
SSR RSI Smoothed,2019-07-12,57.47473717697727
SSR RSI Smoothed,2019-07-13,57.07811107229275
SSR RSI Smoothed,2019-07-14,56.532401780878935
SSR RSI Smoothed,2019-07-15,56.128119030725706
SSR RSI Smoothed,2019-07-16,55.53896981561672
SSR RSI Smoothed,2019-07-17,54.975782776288405
SSR RSI Smoothed,2019-07-18,54.619740212068606
SSR RSI Smoothed,2019-07-19,54.25567605469629
SSR RSI Smoothed,2019-07-20,53.96049092107297
SSR RSI Smoothed,2019-07-21,53.62756747757411
SSR RSI Smoothed,2019-07-22,53.25835814169266
SSR RSI Smoothed,2019-07-23,52.82935060328967
SSR RSI Smoothed,2019-07-24,52.393378581740876
SSR RSI Smoothed,2019-07-25,51.991500826902566
SSR RSI Smoothed,2019-07-26,51.586770785481775
SSR RSI Smoothed,2019-07-27,51.1258386102798
SSR RSI Smoothed,2019-07-28,50.69754980480277
SSR RSI Smoothed,2019-07-29,50.26927349890914
SSR RSI Smoothed,2019-07-30,49.87549079701321
SSR RSI Smoothed,2019-07-31,49.632268291993434
SSR RSI Smoothed,2019-08-01,49.49561154206803
SSR RSI Smoothed,2019-08-02,49.397750412993204
SSR RSI Smoothed,2019-08-03,49.37715191155589
SSR RSI Smoothed,2019-08-04,49.39972630629885
SSR RSI Smoothed,2019-08-05,49.7151215206302
SSR RSI Smoothed,2019-08-06,49.89477282680084
SSR RSI Smoothed,2019-08-07,50.18170482424297
SSR RSI Smoothed,2019-08-08,50.43289091199198
SSR RSI Smoothed,2019-08-09,50.6456612358338
SSR RSI Smoothed,2019-08-10,50.66376230276645
SSR RSI Smoothed,2019-08-11,50.73088185403863
SSR RSI Smoothed,2019-08-12,50.74122452837551
SSR RSI Smoothed,2019-08-13,50.595577211479615
SSR RSI Smoothed,2019-08-14,50.25356635478957
SSR RSI Smoothed,2019-08-15,50.001988043676256
SSR RSI Smoothed,2019-08-16,49.76697501387743
SSR RSI Smoothed,2019-08-17,49.49162387933173
SSR RSI Smoothed,2019-08-18,49.2569414066396
SSR RSI Smoothed,2019-08-19,49.20642130280311
SSR RSI Smoothed,2019-08-20,49.11734087512632
SSR RSI Smoothed,2019-08-21,48.83838294297245
SSR RSI Smoothed,2019-08-22,48.56531743397591
SSR RSI Smoothed,2019-08-23,48.39605104187032
SSR RSI Smoothed,2019-08-24,48.15561926130832
SSR RSI Smoothed,2019-08-25,47.9028646351254
SSR RSI Smoothed,2019-08-26,47.755736379345265
SSR RSI Smoothed,2019-08-27,47.55252623149667
SSR RSI Smoothed,2019-08-28,47.23271498561642
SSR RSI Smoothed,2019-08-29,46.847133804869706
SSR RSI Smoothed,2019-08-30,46.49921689093645
SSR RSI Smoothed,2019-08-31,46.16422316144074
SSR RSI Smoothed,2019-09-01,45.90498126304728
SSR RSI Smoothed,2019-09-02,45.90126146812712
SSR RSI Smoothed,2019-09-03,45.974548497681134
SSR RSI Smoothed,2019-09-04,46.03454582807785
SSR RSI Smoothed,2019-09-05,46.06278399570074
SSR RSI Smoothed,2019-09-06,45.96445518266276
SSR RSI Smoothed,2019-09-07,45.931826335725404
SSR RSI Smoothed,2019-09-08,45.86124433582721
SSR RSI Smoothed,2019-09-09,45.76218687764128
SSR RSI Smoothed,2019-09-10,45.555750020945524
SSR RSI Smoothed,2019-09-11,45.37653743902712
SSR RSI Smoothed,2019-09-12,45.07903291752043
SSR RSI Smoothed,2019-09-13,44.76077341868333
SSR RSI Smoothed,2019-09-14,44.451111493569336
SSR RSI Smoothed,2019-09-15,44.12557340094545
SSR RSI Smoothed,2019-09-16,44.233058594118425
SSR RSI Smoothed,2019-09-17,44.309393645014275
SSR RSI Smoothed,2019-09-18,44.36670219727375
SSR RSI Smoothed,2019-09-19,44.47428574773632
SSR RSI Smoothed,2019-09-20,44.52602766820964
SSR RSI Smoothed,2019-09-21,44.477000177490126
SSR RSI Smoothed,2019-09-22,44.4523442031648
SSR RSI Smoothed,2019-09-23,44.26332556462636
SSR RSI Smoothed,2019-09-24,43.74781839194888
SSR RSI Smoothed,2019-09-25,43.19222991407062
SSR RSI Smoothed,2019-09-26,42.591387578902896
SSR RSI Smoothed,2019-09-27,42.04943639653934
SSR RSI Smoothed,2019-09-28,41.52673819213371
SSR RSI Smoothed,2019-09-29,40.98808097628912
SSR RSI Smoothed,2019-09-30,40.57638466111593
SSR RSI Smoothed,2019-10-01,40.18367359815187
SSR RSI Smoothed,2019-10-02,39.797220187309094
SSR RSI Smoothed,2019-10-03,39.37971852719978
SSR RSI Smoothed,2019-10-04,38.94210411961144
SSR RSI Smoothed,2019-10-05,38.50745119974243
SSR RSI Smoothed,2019-10-06,38.00876986501637
SSR RSI Smoothed,2019-10-07,37.774159222375644
SSR RSI Smoothed,2019-10-08,37.534349218780896
SSR RSI Smoothed,2019-10-09,37.590476286484105
SSR RSI Smoothed,2019-10-10,37.61180176914647
SSR RSI Smoothed,2019-10-11,37.50521524685618
SSR RSI Smoothed,2019-10-12,37.411654614062186
SSR RSI Smoothed,2019-10-13,37.30572935050582
SSR RSI Smoothed,2019-10-14,37.237751764195245
SSR RSI Smoothed,2019-10-15,37.08916837619144
SSR RSI Smoothed,2019-10-16,36.88076666485934
SSR RSI Smoothed,2019-10-17,36.73031621662427
SSR RSI Smoothed,2019-10-18,36.52470630154686
SSR RSI Smoothed,2019-10-19,36.303015231440455
SSR RSI Smoothed,2019-10-20,36.310286341559916
SSR RSI Smoothed,2019-10-21,36.296012027950965
SSR RSI Smoothed,2019-10-22,36.1948780342707
SSR RSI Smoothed,2019-10-23,35.881647543647354
SSR RSI Smoothed,2019-10-24,35.52768191178824
SSR RSI Smoothed,2019-10-25,35.762864850638444
SSR RSI Smoothed,2019-10-26,36.18771925828347
SSR RSI Smoothed,2019-10-27,36.682241190388666
SSR RSI Smoothed,2019-10-28,37.04010047555513
SSR RSI Smoothed,2019-10-29,37.646887062430686
SSR RSI Smoothed,2019-10-30,38.136381555860275
SSR RSI Smoothed,2019-10-31,38.591495366935916
SSR RSI Smoothed,2019-11-01,39.064971766056026
SSR RSI Smoothed,2019-11-02,39.539916582582926
SSR RSI Smoothed,2019-11-03,39.95662995442671
SSR RSI Smoothed,2019-11-04,40.454692387936106
SSR RSI Smoothed,2019-11-05,40.87090996608334
SSR RSI Smoothed,2019-11-06,41.2976697520482
SSR RSI Smoothed,2019-11-07,41.63222550471116
SSR RSI Smoothed,2019-11-08,41.75443236339263
SSR RSI Smoothed,2019-11-09,41.88417190947292
SSR RSI Smoothed,2019-11-10,42.13204437991037
SSR RSI Smoothed,2019-11-11,42.21379880510966
SSR RSI Smoothed,2019-11-12,42.33382445945596
SSR RSI Smoothed,2019-11-13,42.43918772083036
SSR RSI Smoothed,2019-11-14,42.48728128052846
SSR RSI Smoothed,2019-11-15,42.442841871352734
SSR RSI Smoothed,2019-11-16,42.40120012751063
SSR RSI Smoothed,2019-11-17,42.37854196199043
SSR RSI Smoothed,2019-11-18,42.19653946263321
SSR RSI Smoothed,2019-11-19,41.99038483128326
SSR RSI Smoothed,2019-11-20,41.77590124238574
SSR RSI Smoothed,2019-11-21,41.37698175034729
SSR RSI Smoothed,2019-11-22,40.88855939386838
SSR RSI Smoothed,2019-11-23,40.41778678184222
SSR RSI Smoothed,2019-11-24,39.86003979428475
SSR RSI Smoothed,2019-11-25,39.47073511012416
SSR RSI Smoothed,2019-11-26,39.11918699462758
SSR RSI Smoothed,2019-11-27,39.06379631251818
SSR RSI Smoothed,2019-11-28,38.97833971642912
SSR RSI Smoothed,2019-11-29,39.11589942244616
SSR RSI Smoothed,2019-11-30,39.165391809205644
SSR RSI Smoothed,2019-12-01,39.157005871880294
SSR RSI Smoothed,2019-12-02,39.10900786588596
SSR RSI Smoothed,2019-12-03,39.060476564664924
SSR RSI Smoothed,2019-12-04,38.97529798734701
SSR RSI Smoothed,2019-12-05,39.05455327880977
SSR RSI Smoothed,2019-12-06,39.23465405040686
SSR RSI Smoothed,2019-12-07,39.404946926391844
SSR RSI Smoothed,2019-12-08,39.59229941478066
SSR RSI Smoothed,2019-12-09,39.504564560186935
SSR RSI Smoothed,2019-12-10,39.57530467528262
SSR RSI Smoothed,2019-12-11,39.60687773912421
SSR RSI Smoothed,2019-12-12,39.64554293904227
SSR RSI Smoothed,2019-12-13,39.743269988317714
SSR RSI Smoothed,2019-12-14,39.74053670870822
SSR RSI Smoothed,2019-12-15,39.78675465878802
SSR RSI Smoothed,2019-12-16,39.71199620839683
SSR RSI Smoothed,2019-12-17,39.50864073015873
SSR RSI Smoothed,2019-12-18,39.79624441970045
SSR RSI Smoothed,2019-12-19,39.979104488368776
SSR RSI Smoothed,2019-12-20,40.153780254783115
SSR RSI Smoothed,2019-12-21,40.30388788613394
SSR RSI Smoothed,2019-12-22,40.675405523882716
SSR RSI Smoothed,2019-12-23,40.94482183187031
SSR RSI Smoothed,2019-12-24,41.16484248072462
SSR RSI Smoothed,2019-12-25,41.35729747718476
SSR RSI Smoothed,2019-12-26,41.556210693464315
SSR RSI Smoothed,2019-12-27,41.77058410241022
SSR RSI Smoothed,2019-12-28,42.04309557202725
SSR RSI Smoothed,2019-12-29,42.38217663336495
SSR RSI Smoothed,2019-12-30,42.58505883976543
SSR RSI Smoothed,2019-12-31,42.738244246598576
SSR RSI Smoothed,2020-01-01,42.90640167609705
SSR RSI Smoothed,2020-01-02,42.900264873779655
SSR RSI Smoothed,2020-01-03,43.217079334223406
SSR RSI Smoothed,2020-01-04,43.55530842592853
SSR RSI Smoothed,2020-01-05,43.89697104418593
SSR RSI Smoothed,2020-01-06,44.506393245704146
